NaN	word	sent1	sent2	mean	annotator1	annotator2	annotator3
2374	удобство	В чем же, однако, состоит это <b><i>удобство</i></b> розги, по мнению киевского педагогического комитета Он не объясняет своих воззрений, но дело ясно само по себе.	Кроме незначительных деталей я старался ничего не изменять в дядиной повести, лишь для <b><i>удобства</i></b> при чтении пришлось разделить ее на части, а иные из частей -- на главы.	2.6666666666666665	4	3	1
2375	удобство	"Писарев ""Современнику"", -- в октябрьской книжке ""Современника"" заметили совершенно неосновательно, будто ""Нерешенный вопрос"" мог быть напечатан с большим <b><i>удобством</i></b> в ""Отечественных Записках"" или в ""Эпохе""."	Наконец, одно из важных <b><i>удобств</i></b> такого тонкого гаджета заключается в том, что его можно прикрепить к стене -- и он практически не будет занимать много места.	1.0	1	1	1
2376	удобство	, мы не умеем ими быть! общества не с точки зрения их <b><i>удобств</i></b> или приятности, а с точки зрения их равновесия и воздействия их на государственный организм.	-- У нас <b><i>удобства</i></b>, цивилизация, архитектура, наука, а у них даже воды в туалете нету!	1.3333333333333333	2	1	1
2377	удобство	Этот залив, по мнению его, представлял все <b><i>удобства</i></b> для основания в нем порта гораздо лучшего, чем Охотский и Аянский.	С этого момента началось триумфальное шествие пластиковой упаковки по миру, покупатель сразу же оценил преимущество новой тары, ее легкость, надежность и <b><i>удобство</i></b>.	2.3333333333333335	2	3	2
2378	удобство	Этим практическим <b><i>удобством</i></b> и руководились при царе Михаиле в перестройке местного управления.	Эти люди исходили из наибольшего <b><i>удобства</i></b> Арсения, а также из надежды на собственное благополучие.	3.0	2	4	3
2379	удобство	Среднее состояние наше становится довольно обширно, оно ярче рисуется по мере распространения круга промышленной деятельности, требующей известной степени образованности и разливающей по массам <b><i>удобства</i></b> домашней жизни.	То есть если старое жилье предлагает покупателям исторический дух, то новое ставит во главу угла технические <b><i>удобства</i></b>.	2.6666666666666665	3	2	3
2380	удобство	И тут было видно по всему, что личную жизнь свою Саша устроил неряшливо, жил как придется, с полным презрением к <b><i>удобствам</i></b>, и если бы кто-нибудь заговорил с ним об его личном счастье, об его личной жизни, о любви к нему, то он бы ничего не понял и только бы засмеялся.	Моя жизнь в Новосибирске была не такой уж плохой: я жил в гостинице в номере со всеми <b><i>удобствами</i></b>, обедал в ресторане.	2.6666666666666665	2	4	2
2381	удобство	Когда он однажды заикнулся об отдельной квартире и о других <b><i>удобствах</i></b>, она поглядела ему в глаза так пристально, надменно и сурово, что он, как мальчик, покраснел в своих живописных сединах и целовал ее руки, лепеча несвязные извинения.	И все <b><i>удобства</i></b>, если их <b><i>удобствами</i></b> можно назвать -- в зловонном коридоре!	4.0	4	4	4
2382	удобство	Мы пользуемся разными <b><i>удобствами</i></b> жизни, опять благодаря тому же влиянию.	Если искать <b><i>удобства</i></b>, то лучшей клиники нет.	2.6666666666666665	4	3	1
2383	удобство	Обыкновенные ковры, покрывающие весь пол и прибитые к нему, также представляют большие <b><i>удобства</i></b> (отсутствие шума, улучшение термических условий помещений), но выгодные стороны их парализуются другими санитарными недостатками, так как подобные, ковры, мало доступные основательной чистке, становятся настоящими: резервуарами пыли.	Это был именно тот случай, когда человек, не имеющий никакого отношения к ландшафтной архитектуре, руководствуясь только соображениями <b><i>удобства</i></b>, жизненным опытом и вкусом, сумел сделать свой участок красивым и гармоничным.	4.0	4	4	4
2384	удобство	Сам дадьязмач Тасама выразил в разговоре сожаление, что я, поспешая в отряд, должен был бросить много вещей и лишить себя <b><i>удобств</i></b>.	Кстати, у понятия <b><i>удобства</i></b> или комфорта есть и психологическая составляющая.	3.3333333333333335	4	3	3
2385	удобство	При этом извращении естественных состояний, ученик не чувствует, что тело его находится в неестественном положении, он не замечает более уничтожения нормального положения своего тела, и поэтому пренебрегает теми небольшими вспомогательными средствами, при помощи которых он мог бы его улучшить; он только тогда чувствует <b><i>удобство</i></b> естественного положения его тела, когда во время отдыха от работы он может совершенно выпрямиться.	"Оказывается, взрослым обитателям данного района понравилось выбрасывать мусор на территорию ""Гвоздики"", и лаз в заборе им нужен для <b><i>удобства</i></b>."	3.3333333333333335	3	3	4
2386	удобство	"Дня за два я ему говорю: ""нужно бы тебе <b><i>удобство</i></b> в комнату поставить""."	Зато в коммуне (селении) есть все: железнодорожная и автобусная станции, костел с часами с боем, полицейский и медицинский участки, магазин, изумительная по архитектуре и <b><i>удобствам</i></b> начальная школа (в ней и проходил чемпионат) и даже два подземных перехода.	2.0	1	4	1
2387	удобство	Самсон усмехнулся и спросил: -- Что же, не скрыться ли мне от друзей и бежать потайно в землю Иуды -- для вашего <b><i>удобства</i></b> Иорам ответил: Когда закрылась дверь за послами, Самсон опять подошел к телу Маноя.	Для <b><i>удобства</i></b> определяются средневзвешенные значения таксационных показателей насаждении квартала -- постоянной учетной единицы лесного фонда.	1.3333333333333333	1	2	1
2388	удобство	Но Люций Комоло не остановился на лечении -- он хотел доставить людям всякие <b><i>удобства</i></b> и наслаждения.	Так чего лезешь меж ними Или ты его для <b><i>удобства</i></b> тоже в комитетчики зачислил -- Да по ней не сохнуть, дрючить ее надо.	3.3333333333333335	4	2	4
2389	удобство	Река Печора представляет все <b><i>удобства</i></b> для сего истоку.	Для <b><i>удобства</i></b> и быстроты переписки с редакцией мы публикуем специальный отрывной купон, который необходимо заполнить, вложить в конверт и отправить по указанному адресу.	2.3333333333333335	1	4	2
2390	удобство	В известных пределах нельзя, конечно, отрицать научного <b><i>удобства</i></b> при применении уже готовых теоретических схем.	С ростом плотности населения резко увеличиваются расходы на транспорт, поставляющий продовольствие, на утилизацию отходов, борьбу с эпидемиями, постройку и оснащение <b><i>удобствами</i></b> многоэтажных жилищ и т.д.	3.0	1	4	4
2391	удобство	С нею они приобретают не только право излагать все, что истекает из свойств того наития, под которым они действуют (этим правом они обладали и прежде), но и множество разных других материальных <b><i>удобств</i></b>, как, например: избавляются от сношений с цензурой и от всех формальностей, которые с этим сопряжены.	"В этом вопросе у нас расхождение лишь в понимании и трактовке слова ""<b><i>удобства</i></b>""."	1.3333333333333333	1	1	2
2392	удобство	Вернер был хороший товарищ и не задумался пожертвовать для меня своими <b><i>удобствами</i></b>.	"ГОСТИНИЦA: Для <b><i>удобства</i></b> участников семинара организаторы предлагают заранее оплатить проживание в гостинице ""космос""."	1.6666666666666667	3	1	1
2393	удобство	От алебардщиков отделилось приземистое, коренастое чудовище с изрытым оспою лицом, с воловьего шеей и ручищами, бревноподобные пальцы которых, казалось, с большим <b><i>удобством</i></b> могли бы служить слону или носорогу, чем человеку.	Убежденные, что дочь невозможно образумить, они невесело покидали ее квартирку без <b><i>удобств</i></b>, зато уединенную и незатейливую в плане уборки.	1.3333333333333333	1	2	1
2394	удобство	По мере развития городской жизни эти стены начинают ее стеснять, и вот одна за другою ограды падают -- и на месте их разводят широкие бульвары, увеличивающие <b><i>удобства</i></b> сообщения, вводящие в город больше света и воздуха.	"Любая классификация достаточно условна, но для <b><i>удобства</i></b> анализа мы разделим сценарии на три основные группы: сценарии победителя, неудачника и ""золотой середины""."	3.3333333333333335	4	2	4
2395	удобство	-- Очень, очень может быть, чтобы дитя, например, еще в утробе матери могло все понимать, как и всякий живой человек, -- рассуждает Перец как бы с самим собой, вырезывая пару подошв для сапог приходского учителя, менявшего сапоги каждые три месяца больше из желания угождать поповской дочери, за которой ухаживал, чем из <b><i>удобства</i></b> для своих благородных ног, страдавших от мозолей.	Главным фактором, влияющим на выбор того или иного пивного бренда, молодые россияне назвали вкусовые качества (76%), ценовую доступность (52%) и <b><i>удобство</i></b> открывания бутылки (50%).	2.6666666666666665	3	2	3
2396	удобство	Большинство из них (лгуны-лицемеры) не только не страдает от того, что общество изнемогает под игом насильно навязанных ему и не имеющих ни малейшего отношения к жизни принципов, но даже извлекает из общественной забитости известные личные <b><i>удобства</i></b>.	На лицах сидевших с <b><i>удобствами</i></b> гуляла снисходительная улыбка людей, готовых отбыть и эту повинность.	2.3333333333333335	2	4	1
2397	удобство	И для чего бы не оставить вовсе всех этих иностранных языков, за коими, как хвост, следует грамматика со своими глупостями Тут же какая легкость и <b><i>удобство</i></b>!	Но для <b><i>удобства</i></b> военным всегда хотелось иметь подобный продукт под рукой.	4.0	4	4	4
2398	удобство	Имей я их взгляды на бунты и те <b><i>удобства</i></b>, которыми они пользуются для проведения этих взглядов, я всякого бы человека, который мне нагрубил или просто не понравился, со свету бы сжил.	Можно с <b><i>удобствами</i></b> расположиться в первом ряду партера, не интересуясь, какое кресло принадлежит тебе по праву.	2.0	1	4	1
2399	уклад	"Право ""собственности"", как таковое, может быть и может не быть, может распространяться на больший или меньший круг явлений (ранее личность человека могла состоять в чужой ""собственности"", теперь не может быть в ней), право собственности может подвергаться большим или меньшим ограничениям -- все же контрольные, властные и творческие функции в той или иной мере останутся за ""хозяином"", будут осуществляться им. Можно исследовать специально, каковы положения и возможности хозяина в различных правовых <b><i>укладах</i></b>: в некоторых <b><i>укладах</i></b> категория ""доброго хозяина"", в той или иной части ее содержания, получала и получает особое юридическое оформление -- достаточно вспомнить понятие vir bonus pater familias римского права."	В этом главное отличие интеллигентских и мещанских жизненных <b><i>укладов</i></b>.	3.0	1	4	4
2400	уклад	Уже не говоря про то, что сплошная банда Союза русского народа была бы самой задорной, самой требовательной кликой в Думе, даже Дума, составленная исключительно из правых и умеренно-правых элементов, поневоле и неизбежно утратила бы привычки холопства старого московского <b><i>уклада</i></b> и пыталась бы осуществить свои собственные постановления.	Помня это, мы должны создавать такой экономический <b><i>уклад</i></b>, который поможет гармонично реализовывать как духовные устремления, так и материальные интересы личности и общества.	3.6666666666666665	3	4	4
2401	уклад	Если бы Шекспир и в самом деле не имел никакой иной подготовки, то для его фантазии этих немногих слов было бы достаточно, чтобы понять основную черту <b><i>уклада</i></b> римской жизни.	Хотя и это трудно, если не знаешь всего жизненного <b><i>уклада</i></b>, традиционной культуры, обрядов, обычаев, мифологии, мировоззрения.	4.0	4	4	4
2402	уклад	К нему, как и к большинству обывателей, замкнувшихся в крепком, раз навсегда застывшем <b><i>укладе</i></b>, который, казалось, ничем никогда не разбить, мы относились сдержанно, официально.	Соединяются две семьи, две различные системы с полярно противоположным <b><i>укладом</i></b> и разной внутрисословной идеологией.	3.6666666666666665	4	4	3
2403	уклад	Однако же это открытие совершенно нарушило относительно мирный <b><i>уклад</i></b> борковской души.	Стремительное разрушение современного технологического <b><i>уклада</i></b> означает разрушение технологической основы устойчивого экономического роста, нарастание технологического отставания российской экономики.	3.3333333333333335	4	4	2
2404	уклад	Русская история создала интеллигенцию с таким душевным <b><i>укладом</i></b>, которому противен был объективизм и универсализм, при котором не могло быть настоящей любви к объективной, вселенской истине и ценности.	"Уже более-менее оформились два лагеря консерваторов в лице авторов Серафимовского манифеста и новой команды еженедельника ""Консерватор"", а народ между тем безмолвствует и просто сохраняет традиционный <b><i>уклад</i></b> жизни."	3.6666666666666665	4	3	4
2405	уклад	"Итак, с одной стороны, ""первенство духовной жизни над внешними формами жизни, с другой -- ""приспособление духовной физиономии к данному социальному <b><i>укладу</i></b>""."	Напротив, одновременно с бумом в сырьевом секторе и притоком шальных нефтедолларов в копилку олигархов передовые технологические <b><i>уклады</i></b> экономики превращаются в сухостой.	3.6666666666666665	4	4	3
2406	уклад	Странник Вася и Распутин И Вася и Распутин -- крестьяне но в то же время совершенно различные типы и по миросозерцанию, и по душевному <b><i>укладу</i></b>.	Собственно, это место отличалось беспокойным жизненным <b><i>укладом</i></b> еще до постройки дома.	3.0	3	4	2
2407	уклад	"Для нас данная постановка вопроса интересна вот чем: она очень ярко свидетельствует о решительном торжестве ""захватного"" начала над старым <b><i>укладом</i></b> жизни."	Комплектовалась кавалерия преимущественно курдами, арабами и другими азиатскими племенами, частично сохранявшими кочевой <b><i>уклад</i></b> жизни и потому с детства привычными к верховой езде.	4.0	4	4	4
2408	уклад	Уничтожение сельской общины и патриархального бытового <b><i>уклада</i></b> представлялось им страшным бедствием для русского духа и его судьбы Но может ли русский дух так зависеть от материальной отсталости Грозит ли русскому духу гибель от разложения старой русской материи Немного тогда стоит этот дух.	Важной поддержкой в создании новой этической среды, в укоренении капиталистических порядков в католических странах стали доктринальные изменения в самом католицизме, в его отношении к новому хозяйственному <b><i>укладу</i></b>.	3.0	1	4	4
2409	уклад	Атмосфера, царившая в нашем доме в то время, как я уже говорил, представляла собою характерную смесь религиозной поэзии, соединенной со всяческими суевериями, благодушия и того житейского ритуала, который несколько напоминал домостроевский <b><i>уклад</i></b>, лишенный, впрочем, формы грубого насилия, хотя и очень требовательный в смысле формального и чистого ригоризма.	-- В последнее время мы видим много примеров, когда страны индустриального <b><i>уклада</i></b> быстро врывались в мир современных технологий и экономического роста, основанного на инновациях.	4.0	4	4	4
2410	уклад	Борьба с оригенизмом Рядом с полной христианизацией всего <b><i>уклада</i></b> жизни в Византии происходил еще другой подобного же рода процесс -- воцерковление научного богословия, которое, пользуясь слишком большой свободой в философских умозрениях, по местам дошло до коренного противоречия церковному учению.	Вхождение государств Центральной и Восточной Европы в Европейский Союз и интенсификация контактов между странами континента создают проблему сохранения и развития <b><i>уклада</i></b> жизни традиционно православных народов.	4.0	4	4	4
2411	уклад	Человек должен жить в органическом коллективе, послушный его строю и ладу, образовываться своим сословием, своей традиционной профессией, всем традиционным народным <b><i>укладом</i></b>.	<b><i>Уклад</i></b> в нашем случае упасся в свариваемой птице.	1.3333333333333333	1	2	1
2412	уклад	"А это произойдет потому, что ""в процессе экономического развития интеллигенция ""буржуазится"", т. е. в силу процесса социального приспособления примирится с государством и органически стихийно втянется в существующий общественный <b><i>уклад</i></b>, распределившись по разным классам общества."	Сегодня с массы людей срывают цивилизационную надстройку, наросшую за советский период -- идет быстрая архаизация сознания и общественных <b><i>укладов</i></b>.	4.0	4	4	4
2413	уклад	Верность товарищу поражала каждого, кто хотя бы в недавнее время знакомился, в военных условиях, напр., с калмыцким <b><i>укладом</i></b>.	Грубо говоря, неспособность капитализировать свой актив означает неспособность наладить воспроизводство жизненного <b><i>уклада</i></b>.	3.6666666666666665	3	4	4
2414	уклад	"Иначе говоря, отличаясь от державы персов, она предвосхищала <b><i>уклад</i></b> татарских и монгольских народов, генетически далеких арийцам-скифам, но связанных с тем же ""месторазвитием""."	"""Долгий XIX век"", например, взял старт еще в конце XVIII столетия с его Великой французской революцией, начертавшей на своих знаменах лозунг: ""Свобода, равенство, братство"" и выступившей своеобразной прелюдией к новой эпохе, когда была расчищена почва для глубинных изменений и трансформаций политического строя и социально-экономического <b><i>уклада</i></b> жизни ведущих европейских стран."	4.0	4	4	4
2415	уклад	В тишине обыденной жизни, в кропотливой суете вековечных <b><i>укладов</i></b> давно уже зрела эта странная и страшная катастрофа, но еще за три-четыре месяца до нее все казалось так обычно, и никто не сказал бы, что вокруг происходит иное, чем то, что было вчера.	Поистине, если бы Москва стояла ближе к Санкт-Петербургу, а Ростов-на-Дону к Москве, да Новосибирск под боком -- от этого <b><i>уклад</i></b> и правление только выиграли бы.	3.6666666666666665	4	3	4
2416	уклад	Сверх же того мне помнится, что мы на Уктус брали с Кунгура <b><i>уклад</i></b> и здешних заводов из разных руд в сталь пробы деланы при генерал-порутчике, токмо где те опыты и записки, не знаю, а ежели можно отыскать, весьма б изрядно, а наипаче чаю, что из руд крововиковых проб не делано.	"""Зона комфорта"" зависит не только от климата района, где живет человек, и привычек, но и от <b><i>уклада</i></b> жизни и социального положения."	1.6666666666666667	1	1	3
2417	уклад	Русская интеллигенция была такой, какой ее создала русская история, в ее психическом <b><i>укладе</i></b> отразились грехи нашей болезненной истории, нашей исторической власти и вечной нашей реакции.	Много зависит от обстановки, в которой находится человек, от аккуратности в работе, от производственного <b><i>уклада</i></b>, заботы об экономике в целом.	3.0	4	2	3
2418	уклад	Для мировоззрения, не приемлющего теорий исторического материализма, очевидна возможность существования при тождественном техническом строе разных общественных <b><i>укладов</i></b> и разных идеологий.	Происходит смена технологических <b><i>укладов</i></b> и постепенный переход к шестому технологическому <b><i>укладу</i></b>, а это означает переход к новому качеству жизни в глобальном масштабе.	3.3333333333333335	4	3	3
2419	уклад	Народное мировоззрение и духовный <b><i>уклад</i></b> определяется христианской верой.	14) Революция была ответом на все преобразования в России и <b><i>уклада</i></b> в ней, что происходили начиная с Петра.	4.0	4	4	4
2420	уклад	Детство и первая школа 1. Семейный <b><i>уклад</i></b> неизреченного благодушия и религиозно-семинарского романтизма.	Вы страшитесь избытка радостей и выхода за рамки привычного для вас <b><i>уклада</i></b>.	3.6666666666666665	4	4	3
2421	уклад	Она пела старинным <b><i>укладом</i></b>, и от ее старин веяло Древнею Русью.	В наше время, по сравнению с более ранним периодом, происходит смешение народов и характерного для них рода занятии, но все равно особенности национально темперамента остаются, поскольку долгое время в естественном порядке шел генетический отбор людей, наиболее приспособленных к традиционному для народа <b><i>укладу</i></b> жизни.	3.0	3	4	2
2422	уклад	Также здесь скифский кочевой <b><i>уклад</i></b> сменил культуру, по меньшей мере полуоседлую.	Сложная военно-политическая обстановка, длительное время обусловленная состоянием войны с Израилем, трудности в экономике, отсутствие собственного развитого промышленного производства, особенности национального <b><i>уклада</i></b> и устройства государства не позволяют ливанцам создать по-настоящему мощную армию, способную в полном объеме решать возложенные на нее задачи.	4.0	4	4	4
2423	уклад	"И трогательный вступительный вопрос: ""разве я жесток"", и самый оборот речи в знаменитой фразе (""что падает"", а не ""кто""), и весь контекст, вместе взятый, -- все это ясно указывает, что здесь дело идет не о чисто личных отношениях, в которых будто бы рекомендуется толкать падающего, а о падении эпох, нравственных <b><i>укладов</i></b> жизни, поколений."	Вырвавшись из цепких когтей режима, многие незаконно репрессированные смогли вернуться к обычному <b><i>укладу</i></b> жизни, вырастили и воспитали порядочными людьми своих детей.	4.0	4	4	4
2424	уклад	Здесь есть материальные предпосылки для существования малых государств, особых для каждого города или провинции культурных <b><i>укладов</i></b>, экономических областей, обладающих большим хозяйственным разнообразием на узком пространстве.	"То есть, рабочие якобы рады разрухе, ибо освобождены от ""новой формы рабского труда"", каковой был <b><i>уклад</i></b> советского хозяйства."	3.6666666666666665	3	4	4
2425	уклад	Не им ли суждено принести с собой новое в мир, на какую-то тайну ближе взглянуть изощренными с детства глазами -- Вот дома, -- думает дальше Глеб, -- веками сложившиеся отношения людей, профессии, книги, воспитание, -- весь тяжелый, непоколебимый <b><i>уклад</i></b>, а под ним, где-то в низинах, бежит своя жизнь, быть может, одна лишь реальная, хоть и похожа на сказку, где события следуют одно за другим в самых прихотливых сочетаниях, а странные сплетения лиц, слов и еще каких-то неуловимых черточек, мелькающих между словами и лица- ми, водят неясную, но ощутимую игру над готовыми совершиться, в первоосновах всего бытия, может быть, уже совершающимися событиями.	Однако в ряде территориальных образований -- Курганской области и Удмуртской Республике -- происходит более высокая натурализация производства на уровне хозяйственных единиц (предприятий), имеет место значительный дефицит сырьевых и финансовых ресурсов, неравновесность технологических <b><i>укладов</i></b> (большой доли в экономике отраслей военно-промышленного и аграрного комплексов), стремление к упрощению технологий с сохранением значительной доли ручного труда.	3.0	3	3	3
2426	уклад	Несмотря на пребывание колонистов более столетия в России, колонии сохранили весь <b><i>уклад</i></b> немецкой деревни.	По мнению их авторов, общинный дух и капиталистический <b><i>уклад</i></b> экономики -- вещи несовместимые.	3.6666666666666665	3	4	4
2427	уклад	В общем <b><i>укладе</i></b> жизни не было для них ни соответствия, ни поддержки, и это сказывалось до такой степени резко, что едва ли можно указать хотя на одно явление этой категории, которое при самом рождении не стояло бы под угрозой всеминутного упразднения.	Историческая неизбежность поражения анархизма в прошлом не так очевидна, как это считает магистральная историография, выстроенная задним числом как история ныне существующих агентур и <b><i>укладов</i></b>.	2.0	1	1	4
2428	уклад	Личность в средние века не ощущала себя иначе, как в иерархии соборного соподчинения общему <b><i>укладу</i></b>, долженствовавшему отражать иерархическую гармонию мира божественного; в эпоху Возрождения она оторвалась от этого небесно-земного согласия, почувствовала себя одинокою и в этом надменном одиночестве своеначальною и самоцельною.	Лучше было бы жить средневековым <b><i>укладом</i></b>; мир, природа тогда не погибли бы.	4.0	4	4	4
2429	университет	Нечего уже говорить о литературе, театре и печати: но на этом языке -- несмотря на все стеснения и препятствия со стороны шляхты, хозяйничающей в крае, -- там ведется и преподавание в народных школах и в нескольких гимназиях: в львовском <b><i>университете</i></b> на этом языке читаются некоторые лекции, и на очереди стоит вопрос об учреждении специально-русского <b><i>университета</i></b>: наконец, на этом языке обязаны судить и рядить судьи и чиновники в восточной Галиции.	Впрочем, другая команда ученых (из <b><i>университета</i></b> штата Пенсильвания), проанализировав полные геномы растений из разных групп, выявила как минимум два случая умножения генетического материала в их давней эволюции.	3.6666666666666665	4	3	4
2430	университет	О чем же О том ли, что нужно прочитать вот это и еще вот это и нужно потолковать с Косьмой Васильичем о таких-то вопросах О том ли, каким способом покинуть Гарденино, подготовиться в <b><i>университет</i></b>, научиться писать книжки, вроде как Омулевский или Холодов.	Я, признаюсь, не уследила, когда все это оборвалось и началась глухая и молчаливая обида на Тарту и разрыв с Тартуским <b><i>университетом</i></b> и старыми друзьями.	3.6666666666666665	4	3	4
2431	университет	-- Конечно, в <b><i>университете</i></b> воспитывались Англичанин смешался и отвечал: -- Да.	Если речь идет о каком-то небольшом, локальном <b><i>университете</i></b>, то ваш бренд -- это ваш город.	4.0	4	4	4
2432	университет	В то же время Новиков и друзья его на свое иждивение воспитывали бедных молодых людей, учили их в школах, в <b><i>университетах</i></b>; вообще употребляли немалые суммы на благотворение.	"""Самые светлые и умные головы"", в Гарвардском, Принстонском и Йельском <b><i>университетах</i></b>, продолжает Блейк, разработали ""способ измерения интеллектуальных способностей, следуя которому можно было объявить тупицами и идиотами от 70 до 80 процентов всех черных и евреев""."	3.6666666666666665	4	4	3
2433	университет	Мы ведь дураки, ничего не понимаем, учились на медные деньги, в <b><i>университетах</i></b> не были.	После войны Лодер стал профессором анатомии и хирургии Московского <b><i>университета</i></b>.	4.0	4	4	4
2434	университет	Мне легко было объяснить вам, как обновился наш <b><i>университет</i></b> перемещением аудиторий из старого здания в новое и заменою старой администрации новою.	Результаты датирования туринской плащаницы Лаборатория Радиоуглеродный возраст Институт физики, Цюрих, Швейцария 676 24 уг.ВР <b><i>Университет</i></b> Аризоны, США 646 31 уг.ВР Оксфордский <b><i>университет</i></b>, Великобритания 750 30 уг.ВР Среднее значение 691 31 уг.ВР Но вернемся к исследованию.	3.6666666666666665	4	3	4
